GENE_SET,GROUP_ID,SPECIES.CLUSTER,SPECIES,CLUSTER,ENSEMBL,external_gene_name,description
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000126945,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000129197,RPAIN,RPA interacting protein
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000131759,RARA,retinoic acid receptor alpha
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000132510,KDM6B,lysine demethylase 6B
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000135097,MSI1,musashi RNA binding protein 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000135334,AKIRIN2,akirin 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000137100,DCTN3,dynactin subunit 3
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000138107,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha"
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000140307,GTF2A2,general transcription factor IIA subunit 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000140319,SRP14,signal recognition particle 14
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000141424,SLC39A6,solute carrier family 39 member 6
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000143384,MCL1,"MCL1, BCL2 family apoptosis regulator"
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000143641,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000143702,CEP170,centrosomal protein 170
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000143761,ARF1,ADP ribosylation factor 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000146425,DYNLT1,dynein light chain Tctex-type 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000151640,DPYSL4,dihydropyrimidinase like 4
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000151967,SCHIP1,schwannomin interacting protein 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000152102,FAM168B,family with sequence similarity 168 member B
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000154545,MAGED4,MAGE family member D4
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000154556,SORBS2,sorbin and SH3 domain containing 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000154721,JAM2,junctional adhesion molecule 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000159335,PTMS,parathymosin
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000159409,CELF3,CUGBP Elav-like family member 3
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000160948,VPS28,"VPS28, ESCRT-I subunit"
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000162704,ARPC5,actin related protein 2/3 complex subunit 5
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000163466,ARPC2,actin related protein 2/3 complex subunit 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000165914,TTC7B,tetratricopeptide repeat domain 7B
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000166086,JAM3,junctional adhesion molecule 3
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000168374,ARF4,ADP ribosylation factor 4
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000168385,SEPT2,septin 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000168824,AC110814.1,Neuron-specific protein family member 1 
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000170296,GABARAP,GABA type A receptor-associated protein
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000171033,PKIA,cAMP-dependent protein kinase inhibitor alpha
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000171530,TBCA,tubulin folding cofactor A
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000175203,DCTN2,dynactin subunit 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000175866,BAIAP2,BAI1 associated protein 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000176788,BASP1,brain abundant membrane attached signal protein 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000177697,CD151,CD151 molecule (Raph blood group)
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000179981,TSHZ1,teashirt zinc finger homeobox 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000182534,MXRA7,matrix remodeling associated 7
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000182768,NGRN,"neugrin, neurite outgrowth associated"
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000182916,TCEAL7,transcription elongation factor A like 7
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000183011,NAA38,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000183098,GPC6,glypican 6
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000183283,DAZAP2,DAZ associated protein 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000184009,ACTG1,actin gamma 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000185222,TCEAL9,transcription elongation factor A like 9
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000186469,GNG2,G protein subunit gamma 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000187243,MAGED4B,MAGE family member D4B
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000188157,AGRN,agrin
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000196465,MYL6B,myosin light chain 6B
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000197694,SPTAN1,"spectrin alpha, non-erythrocytic 1"
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000203879,GDI1,GDP dissociation inhibitor 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000213676,ATF6B,activating transcription factor 6 beta
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000213923,CSNK1E,casein kinase 1 epsilon
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000214022,REPIN1,replication initiator 1
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000214253,FIS1,"fission, mitochondrial 1"
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000220205,VAMP2,vesicle associated membrane protein 2
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000227051,C14orf132,chromosome 14 open reading frame 132
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000243147,MRPL33,mitochondrial ribosomal protein L33
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000254726,MEX3A,mex-3 RNA binding family member A
HQ_TPMRANGE50,GROUP_2,H8,human,8,ENSG00000277443,MARCKS,myristoylated alanine rich protein kinase C substrate
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000005486,RHBDD2,rhomboid domain containing 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000005893,LAMP2,lysosomal associated membrane protein 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000011243,AKAP8L,A-kinase anchoring protein 8 like
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000012822,CALCOCO1,calcium binding and coiled-coil domain 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000033627,ATP6V0A1,ATPase H+ transporting V0 subunit a1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000051108,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000054965,FAM168A,family with sequence similarity 168 member A
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000067840,PDZD4,PDZ domain containing 4
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000068745,IP6K2,inositol hexakisphosphate kinase 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000070087,PFN2,profilin 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000071537,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000071553,ATP6AP1,ATPase H+ transporting accessory protein 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000085063,CD59,CD59 molecule (CD59 blood group)
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000091592,NLRP1,NLR family pyrin domain containing 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000102225,CDK16,cyclin dependent kinase 16
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000102316,MAGED2,MAGE family member D2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000104763,ASAH1,N-acylsphingosine amidohydrolase 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000104964,AES,amino-terminal enhancer of split
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000105088,OLFM2,olfactomedin 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000105223,PLD3,phospholipase D family member 3
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000105767,CADM4,cell adhesion molecule 4
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000106004,HOXA5,homeobox A5
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000106992,AK1,adenylate kinase 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000107281,NPDC1,"neural proliferation, differentiation and control 1"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000111676,ATN1,atrophin 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000112852,PCDHB2,protocadherin beta 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000114315,HES1,hes family bHLH transcription factor 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000116209,TMEM59,transmembrane protein 59
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000119801,YPEL5,yippee like 5
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000119950,MXI1,"MAX interactor 1, dimerization protein"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000125820,NKX2-2,NK2 homeobox 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000126247,CAPNS1,calpain small subunit 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000129596,CDO1,cysteine dioxygenase type 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000132535,DLG4,discs large MAGUK scaffold protein 4
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000132613,MTSS1L,"MTSS1L, I-BAR domain containing"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000133142,TCEAL4,transcription elongation factor A like 4
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000133169,BEX1,brain expressed X-linked 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000134138,MEIS2,Meis homeobox 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000134531,EMP1,epithelial membrane protein 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000134769,DTNA,dystrobrevin alpha
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000135677,GNS,glucosamine (N-acetyl)-6-sulfatase
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000136156,ITM2B,integral membrane protein 2B
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000136193,SCRN1,secernin 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000137726,FXYD6,FXYD domain containing ion transport regulator 6
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000139182,CLSTN3,calsyntenin 3
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000142192,APP,amyloid beta precursor protein
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000143183,TMCO1,transmembrane and coiled-coil domains 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000144746,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000145536,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000146278,PNRC1,proline rich nuclear receptor coactivator 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000147257,GPC3,glypican 3
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000148053,NTRK2,neurotrophic receptor tyrosine kinase 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000149294,NCAM1,neural cell adhesion molecule 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000150551,LYPD1,LY6/PLAUR domain containing 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000151239,TWF1,twinfilin actin binding protein 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000152932,RAB3C,"RAB3C, member RAS oncogene family"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000155980,KIF5A,kinesin family member 5A
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000159720,ATP6V0D1,ATPase H+ transporting V0 subunit d1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000161011,SQSTM1,sequestosome 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000164292,RHOBTB3,Rho related BTB domain containing 3
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000164405,UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000166562,SEC11C,"SEC11 homolog C, signal peptidase complex subunit"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000166734,CASC4,cancer susceptibility 4
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000168615,ADAM9,ADAM metallopeptidase domain 9
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000169604,ANTXR1,anthrax toxin receptor 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000169992,NLGN2,neuroligin 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000170091,HMP19,HMP19 protein
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000172020,GAP43,growth associated protein 43
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000172239,PAIP1,poly(A) binding protein interacting protein 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000174871,CNIH2,cornichon family AMPA receptor auxiliary protein 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000176845,METRNL,"meteorin like, glial cell differentiation regulator"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000182272,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000182463,TSHZ2,teashirt zinc finger homeobox 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000182473,EXOC7,exocyst complex component 7
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000182670,TTC3,tetratricopeptide repeat domain 3
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000182809,CRIP2,cysteine rich protein 2
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000183044,ABAT,4-aminobutyrate aminotransferase
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000183255,PTTG1IP,PTTG1 interacting protein
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000185274,WBSCR17,Williams-Beuren syndrome chromosome region 17
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000185909,KLHDC8B,kelch domain containing 8B
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000186868,MAPT,microtubule associated protein tau
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000187122,SLIT1,slit guidance ligand 1
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000197746,PSAP,prosaposin
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000197757,HOXC6,homeobox C6
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000198353,HOXC4,homeobox C4
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000213626,LBH,limb bud and heart development
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000228474,OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic"
HQ_TPMRANGE50,GROUP_2,H10,human,10,ENSG00000253305,PCDHGB6,"protocadherin gamma subfamily B, 6"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000000901,Mmp11,matrix metallopeptidase 11
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000002107,Celf2,"CUGBP, Elav-like family member 2"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000003363,Pld3,"phospholipase D family, member 3"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000003934,Efnb3,ephrin B3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000005034,Prkacb,"protein kinase, cAMP dependent, catalytic, beta"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000005338,Cadm3,cell adhesion molecule 3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000005360,Slc1a3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000005397,Nid1,nidogen 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000006373,Pgrmc1,progesterone receptor membrane component 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000006782,Cnp,"2',3'-cyclic nucleotide 3' phosphodiesterase"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000006800,Sulf2,sulfatase 2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000006930,Hap1,huntingtin-associated protein 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000008540,Mgst1,microsomal glutathione S-transferase 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000009291,Pttg1ip,pituitary tumor-transforming 1 interacting protein
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000009894,Snap47,"synaptosomal-associated protein, 47"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000016349,Eef1a2,eukaryotic translation elongation factor 1 alpha 2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000016918,Sulf1,sulfatase 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000017344,Vtn,vitronectin
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000017721,Pigt,"phosphatidylinositol glycan anchor biosynthesis, class T"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000017754,Pltp,phospholipid transfer protein
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000018012,Rac3,RAS-related C3 botulinum substrate 3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000018042,Cyb5r3,cytochrome b5 reductase 3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000018593,Sparc,secreted acidic cysteine rich glycoprotein
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000019539,Rcn3,"reticulocalbin 3, EF-hand calcium binding domain"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000019916,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000019929,Dcn,decorin
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000019966,Kitl,kit ligand
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000019986,Ahi1,Abelson helper integration site 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000020297,Nsg2,neuron specific gene family member 2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000020585,Laptm4a,lysosomal-associated protein transmembrane 4A
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000020886,Dlg4,"discs, large homolog 4 (Drosophila)"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000021047,Nova1,neuro-oncological ventral antigen 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000021379,Id4,inhibitor of DNA binding 4
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000021687,Scamp1,secretory carrier membrane protein 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000021700,Rab3c,"RAB3C, member RAS oncogene family"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000021756,Il6st,interleukin 6 signal transducer
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000021760,Gpx8,glutathione peroxidase 8 (putative)
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000021892,Sh3bp5,SH3-domain binding protein 5 (BTK-associated)
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022051,Bnip3l,BCL2/adenovirus E1B interacting protein 3-like
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022098,Bmp1,bone morphogenetic protein 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022108,Itm2b,integral membrane protein 2B
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022425,Enpp2,ectonucleotide pyrophosphatase/phosphodiesterase 2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022540,Rogdi,rogdi homolog
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022636,Alcam,activated leukocyte cell adhesion molecule
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022661,Cd200,CD200 antigen
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000022892,App,amyloid beta (A4) precursor protein
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000023010,Tmbim6,transmembrane BAX inhibitor motif containing 6
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000023036,Pcdhgc4,"protocadherin gamma subfamily C, 4"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000024038,Ndufv3,NADH dehydrogenase (ubiquinone) flavoprotein 3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000024044,Epb41l3,erythrocyte membrane protein band 4.1 like 3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000024268,Celf4,"CUGBP, Elav-like family member 4"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000024500,Ppp2r2b,"protein phosphatase 2, regulatory subunit B, beta"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000024617,Camk2a,calcium/calmodulin-dependent protein kinase II alpha
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000024953,Prdx5,peroxiredoxin 5
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000025656,Arhgef9,CDC42 guanine nucleotide exchange factor (GEF) 9
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000025666,Tmem47,transmembrane protein 47
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000025743,Sdc3,syndecan 3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000025791,Pgm2,phosphoglucomutase 2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000025855,Prkar1b,"protein kinase, cAMP dependent regulatory, type I beta"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000025969,Nrp2,neuropilin 2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026043,Col3a1,"collagen, type III, alpha 1"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026185,Igfbp5,insulin-like growth factor binding protein 5
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026223,Itm2c,integral membrane protein 2C
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026360,Rgs2,regulator of G-protein signaling 2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026385,Dbi,diazepam binding inhibitor
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026576,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026587,Astn1,astrotactin 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026676,Ccdc3,coiled-coil domain containing 3
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026860,Sh3glb2,SH3-domain GRB2-like endophilin B2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000026932,Nacc2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000027087,Itgav,integrin alpha V
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000027499,Pkia,"protein kinase inhibitor, alpha"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000027546,Atp9a,"ATPase, class II, type 9A"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000027834,Serpini1,"serine (or cysteine) peptidase inhibitor, clade I, member 1"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000027907,S100a11,S100 calcium binding protein A11
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000028127,Abcd3,"ATP-binding cassette, sub-family D (ALD), member 3"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000028173,Wls,wntless homolog (Drosophila)
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000028565,Nfia,nuclear factor I/A
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000028613,Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000028782,Adgrb2,adhesion G protein-coupled receptor B2
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000028967,Errfi1,ERBB receptor feedback inhibitor 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000029193,Cckar,cholecystokinin A receptor
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000029309,Sparcl1,SPARC-like 1
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000029769,Ccdc136,coiled-coil domain containing 136
HQ_TPMRANGE50,GROUP_2,M14,mouse,14,ENSMUSG00000029778,Adcyap1r1,adenylate cyclase activating polypeptide 1 receptor 1
